project_name,sys_sample_code,station,date_time,chemical_name,cas_rn,fraction,result_value,result_unit,method_detection_limit,detection_limit_unit,quantitation_limit,lab_qualifiers,validator_qualifiers,interpreted_qualifiers
wallkill special study 2017,13-qker-0.9,13-qker-0.9,2017-10-11 10:48:00,"total dissolved solids (residue, filterable)",tds,t,377,mg/l,4,mg/l,10,,a,
wallkill special study 2017,13-qker-0.9,13-qker-0.9,2017-09-19 10:17:00,turbidity,turb,t,26.1,ntu,0.06,ntu,0.1,,a,
wallkill special study 2017,13-qker-0.9,13-qker-0.9,2017-10-11 10:48:00,turbidity,turb,t,11.9,ntu,0.06,ntu,0.1,,a,
wallkill special study 2017,13-qker-0.9,13-qker-0.9,2017-09-19 10:17:00,zinc,7440-66-6,t,8,ug/l,3,ug/l,5,,a,
wallkill special study 2017,13-qker-0.9,13-qker-0.9,2017-10-11 10:48:00,zinc,7440-66-6,t,6.2,ug/l,3,ug/l,5,,a,
wallkill special study 2017,13-walk-19.0,13-walk-19.0,2017-09-20 11:50:00,"alkalinity, total (as caco3)",alk,t,127,mg/l,1,mg/l,2,,a,
wallkill special study 2017,13-walk-19.0,13-walk-19.0,2017-10-12 11:45:00,"alkalinity, total (as caco3)",alk,t,141,mg/l,1,mg/l,2,,a,
wallkill special study 2017,13-walk-19.0,13-walk-19.0,2017-09-20 11:50:00,aluminum,7429-90-5,t,53.4,ug/l,2.7,ug/l,10,,a,
wallkill special study 2017,13-walk-19.0,13-walk-19.0,2017-10-12 11:45:00,aluminum,7429-90-5,t,38.8,ug/l,2.7,ug/l,10,,a,
wallkill special study 2017,13-walk-19.0,13-walk-19.0,2017-09-20 11:50:00,arsenic,7440-38-2,t,0.632,ug/l,0.389,ug/l,1,j,j,estimated value due to lab error
wallkill special study 2017,13-walk-19.0,13-walk-19.0,2017-10-12 11:45:00,arsenic,7440-38-2,t,,ug/l,0.389,ug/l,1,u,u,analyte was analyzed for but not detected
wallkill special study 2017,13-walk-19.0,13-walk-19.0,2017-09-20 11:50:00,cadmium,7440-43-9,t,,ug/l,0.182,ug/l,1,u,u,analyte was analyzed for but not detected
wallkill special study 2017,13-walk-19.0,13-walk-19.0,2017-10-12 11:45:00,cadmium,7440-43-9,t,,ug/l,0.182,ug/l,1,u,u,analyte was analyzed for but not detected
wallkill special study 2017,13-walk-19.0,13-walk-19.0,2017-09-20 11:50:00,chloride (as cl),16887-00-6,t,86.7,mg/l,0.2,mg/l,2,,a,
wallkill special study 2017,13-walk-19.0,13-walk-19.0,2017-10-12 11:45:00,chloride (as cl),16887-00-6,t,108,mg/l,0.3,mg/l,4,,a,
wallkill special study 2017,13-walk-19.0,13-walk-19.0,2017-09-20 11:50:00,chlorophyll a,479-61-8,t,1.13,ug/l,,ug/l,0.038,,a,
